"Country","Year","Fuel","Value"
"AT",1981,"BWR",500
"AT",1982,"BWR",475
"AT",1983,"BWR",559
"AT",1984,"BWR",805
"AT",1985,"BWR",934
"AT",1986,"BWR",1278
"AT",1987,"BWR",902
"AT",1988,"BWR",1047
"AT",1989,"BWR",1104
"AT",1990,"BWR",1126
"AT",1991,"BWR",1206
"AT",1992,"BWR",1306
"AT",1993,"BWR",1342
"AT",1994,"BWR",1187
"AT",1995,"BWR",1835
"AT",1996,"BWR",1568
"AT",1997,"BWR",1692
"AT",1998,"BWR",1821
"AT",1999,"BWR",1596
"AT",2000,"BWR",1529
"AT",2001,"BWR",1667
"AT",2002,"BWR",1516
"AT",2003,"BWR",1646
"AT",2004,"BWR",1911
"AT",2005,"BWR",2434.852
"AT",2006,"BWR",3234.442
"AT",2007,"BWR",4059.196
"AT",2008,"BWR",4158.314
"AT",2009,"BWR",4276.473
"AT",2010,"BWR",4480.794
"AT",2011,"BWR",4559.676
"AT",2012,"BWR",4679.105
"AT",2013,"BWR",4695.969
"AT",2014,"BWR",4547.727
"AT",2015,"BWR",4647.694
"AT",2016,"BWR",4780.026
"AT",2017,"BWR",4920.843
"AT",2018,"BWR",4929.796
"AT",2019,"BWR",4655.299
"AT",2020,"BWR",4591.009
"AT",2021,"BWR",4479.658
"AT",2022,"BWR",4690.347
"AU",1960,"BWR",303
"AU",1961,"BWR",303
"AU",1962,"BWR",295
"AU",1963,"BWR",301
"AU",1964,"BWR",289
"AU",1965,"BWR",296
"AU",1966,"BWR",284
"AU",1967,"BWR",290
"AU",1968,"BWR",282
"AU",1969,"BWR",281
"AU",1970,"BWR",261
"AU",1971,"BWR",263
"AU",1972,"BWR",280
"AU",1973,"BWR",338
"AU",1974,"BWR",429
"AU",1975,"BWR",489
"AU",1976,"BWR",484
"AU",1977,"BWR",429
"AU",1978,"BWR",405
"AU",1979,"BWR",418
"AU",1980,"BWR",385
"AU",1981,"BWR",404
"AU",1982,"BWR",516
"AU",1983,"BWR",431
"AU",1984,"BWR",441
"AU",1985,"BWR",456
"AU",1986,"BWR",460
"AU",1987,"BWR",470
"AU",1988,"BWR",731
"AU",1989,"BWR",810
"AU",1990,"BWR",750
"AU",1991,"BWR",769
"AU",1992,"BWR",670
"AU",1993,"BWR",670
"AU",1994,"BWR",670
"AU",1995,"BWR",723
"AU",1996,"BWR",928
"AU",1997,"BWR",965
"AU",1998,"BWR",1029
"AU",1999,"BWR",1133
"AU",2000,"BWR",1134
"AU",2001,"BWR",1345
"AU",2002,"BWR",1583
"AU",2003,"BWR",1583
"AU",2004,"BWR",1799
"AU",2005,"BWR",3830
"AU",2006,"BWR",3911
"AU",2007,"BWR",3953
"AU",2008,"BWR",4596
"AU",2009,"BWR",2815
"AU",2010,"BWR",2777
"AU",2011,"BWR",2102
"AU",2012,"BWR",3043
"AU",2013,"BWR",3152
"AU",2014,"BWR",3511
"AU",2015,"BWR",3608
"AU",2016,"BWR",3722
"AU",2017,"BWR",3501
"AU",2018,"BWR",3518
"AU",2019,"BWR",3496
"AU",2020,"BWR",3351.631
"AU",2021,"BWR",3346.182
"AU",2022,"BWR",3190.257
"AZ",1990,"BWR",0
"AZ",1991,"BWR",0
"AZ",1992,"BWR",0
"AZ",1993,"BWR",0
"AZ",1994,"BWR",0
"AZ",1995,"BWR",0
"AZ",1996,"BWR",0
"AZ",1997,"BWR",0
"AZ",1998,"BWR",0
"AZ",1999,"BWR",0
"AZ",2000,"BWR",0
"AZ",2001,"BWR",0
"AZ",2002,"BWR",0
"AZ",2003,"BWR",0
"AZ",2004,"BWR",0
"AZ",2005,"BWR",0
"AZ",2006,"BWR",0
"AZ",2007,"BWR",0
"AZ",2008,"BWR",0
"AZ",2009,"BWR",0
"AZ",2010,"BWR",0
"AZ",2011,"BWR",0
"AZ",2012,"BWR",0
"AZ",2013,"BWR",67
"AZ",2014,"BWR",87
"AZ",2015,"BWR",91
"AZ",2016,"BWR",87
"AZ",2017,"BWR",85.15
"AZ",2018,"BWR",81.1
"AZ",2019,"BWR",97.95
"AZ",2020,"BWR",100.3
"AZ",2021,"BWR",96.6
"AZ",2022,"BWR",102.65
"BA",1990,"BWR",0
"BA",1991,"BWR",0
"BA",1992,"BWR",0
"BA",1993,"BWR",0
"BA",1994,"BWR",0
"BA",1995,"BWR",0
"BA",1996,"BWR",0
"BA",1997,"BWR",0
"BA",1998,"BWR",0
"BA",1999,"BWR",0
"BA",2000,"BWR",0
"BA",2001,"BWR",0
"BA",2002,"BWR",0
"BA",2003,"BWR",0
"BA",2004,"BWR",0
"BA",2005,"BWR",0
"BA",2006,"BWR",0
"BA",2007,"BWR",0
"BA",2008,"BWR",0
"BA",2009,"BWR",0
"BA",2010,"BWR",0
"BA",2011,"BWR",0
"BA",2012,"BWR",0
"BA",2013,"BWR",0
"BA",2014,"BWR",0
"BA",2015,"BWR",0
"BA",2016,"BWR",0
"BA",2017,"BWR",6
"BA",2018,"BWR",8
"BA",2019,"BWR",8
"BA",2020,"BWR",13
"BA",2021,"BWR",42
"BA",2022,"BWR",43
"BD",1971,"BWR",0
"BD",1972,"BWR",0
"BD",1973,"BWR",0
"BD",1974,"BWR",0
"BD",1975,"BWR",0
"BD",1976,"BWR",0
"BD",1977,"BWR",0
"BD",1978,"BWR",0
"BD",1979,"BWR",0
"BD",1980,"BWR",0
"BD",1981,"BWR",0
"BD",1982,"BWR",0
"BD",1983,"BWR",0
"BD",1984,"BWR",0
"BD",1985,"BWR",0
"BD",1986,"BWR",0
"BD",1987,"BWR",0
"BD",1988,"BWR",0
"BD",1989,"BWR",0
"BD",1990,"BWR",0
"BD",1991,"BWR",0
"BD",1992,"BWR",0
"BD",1993,"BWR",0
"BD",1994,"BWR",0
"BD",1995,"BWR",0
"BD",1996,"BWR",0
"BD",1997,"BWR",0
"BD",1998,"BWR",0
"BD",1999,"BWR",0
"BD",2000,"BWR",0
"BD",2001,"BWR",0
"BD",2002,"BWR",0
"BD",2003,"BWR",0
"BD",2004,"BWR",0
"BD",2005,"BWR",0
"BD",2006,"BWR",0
"BD",2007,"BWR",0
"BD",2008,"BWR",0
"BD",2009,"BWR",0
"BD",2010,"BWR",0
"BD",2011,"BWR",0
"BD",2012,"BWR",0
"BD",2013,"BWR",0
"BD",2014,"BWR",0
"BD",2015,"BWR",0
"BD",2016,"BWR",0
"BD",2017,"BWR",0
"BD",2018,"BWR",0
"BD",2019,"BWR",0
"BD",2020,"BWR",0
"BD",2021,"BWR",0
"BE",1960,"BWR",0
"BE",1961,"BWR",0
"BE",1962,"BWR",0
"BE",1963,"BWR",0
"BE",1964,"BWR",0
"BE",1965,"BWR",0
"BE",1966,"BWR",0
"BE",1967,"BWR",0
"BE",1968,"BWR",0
"BE",1969,"BWR",0
"BE",1970,"BWR",0
"BE",1971,"BWR",0
"BE",1972,"BWR",0
"BE",1973,"BWR",116
"BE",1974,"BWR",108
"BE",1975,"BWR",83
"BE",1976,"BWR",57
"BE",1977,"BWR",247
"BE",1978,"BWR",260
"BE",1979,"BWR",315
"BE",1980,"BWR",300
"BE",1981,"BWR",291
"BE",1982,"BWR",46
"BE",1983,"BWR",22
"BE",1984,"BWR",24
"BE",1985,"BWR",53
"BE",1986,"BWR",119
"BE",1987,"BWR",142
"BE",1988,"BWR",180
"BE",1989,"BWR",191
"BE",1990,"BWR",282
"BE",1991,"BWR",299
"BE",1992,"BWR",267
"BE",1993,"BWR",245
"BE",1994,"BWR",245
"BE",1995,"BWR",321
"BE",1996,"BWR",314
"BE",1997,"BWR",275
"BE",1998,"BWR",359
"BE",1999,"BWR",496
"BE",2000,"BWR",568
"BE",2001,"BWR",597
"BE",2002,"BWR",721
"BE",2003,"BWR",857
"BE",2004,"BWR",1037
"BE",2005,"BWR",1590
"BE",2006,"BWR",2225
"BE",2007,"BWR",2600
"BE",2008,"BWR",3329
"BE",2009,"BWR",3949
"BE",2010,"BWR",4466.7
"BE",2011,"BWR",4657.2
"BE",2012,"BWR",5257.3
"BE",2013,"BWR",5042.4
"BE",2014,"BWR",4425.3
"BE",2015,"BWR",5511.7
"BE",2016,"BWR",5375.4
"BE",2017,"BWR",5711.6
"BE",2018,"BWR",5418.9
"BE",2019,"BWR",5173.6
"BE",2020,"BWR",5268.6
"BE",2021,"BWR",4690.9
"BE",2022,"BWR",4454.4
"BF",1971,"BWR",0
"BF",1972,"BWR",0
"BF",1973,"BWR",0
"BF",1976,"BWR",0
"BF",1977,"BWR",0
"BF",1978,"BWR",0
"BF",1979,"BWR",0
"BF",1980,"BWR",0
"BF",1981,"BWR",0
"BF",1982,"BWR",0
"BF",1983,"BWR",0
"BF",1984,"BWR",0
"BF",1985,"BWR",0
"BF",1986,"BWR",0
"BF",1987,"BWR",0
"BF",1988,"BWR",0
"BF",1989,"BWR",0
"BF",1990,"BWR",0
"BF",1991,"BWR",0
"BF",1992,"BWR",0
"BF",1993,"BWR",0
"BF",1994,"BWR",0
"BF",1995,"BWR",0
"BF",1996,"BWR",0
"BF",1997,"BWR",0
"BF",1998,"BWR",0
"BF",1999,"BWR",0
"BF",2000,"BWR",0
"BF",2001,"BWR",0
"BF",2002,"BWR",0
"BF",2003,"BWR",0
"BF",2004,"BWR",0
"BF",2005,"BWR",0
"BF",2006,"BWR",0
"BF",2007,"BWR",0
"BF",2008,"BWR",0
"BF",2009,"BWR",0
"BF",2010,"BWR",8
"BF",2011,"BWR",9
"BF",2012,"BWR",10
"BF",2013,"BWR",1
"BF",2014,"BWR",11
"BF",2015,"BWR",12
"BF",2016,"BWR",9
"BF",2017,"BWR",6.96
"BF",2018,"BWR",51.5
"BF",2019,"BWR",56
"BF",2020,"BWR",95.66
"BF",2021,"BWR",96.176
"BG",1971,"BWR",0
"BG",1972,"BWR",0
"BG",1973,"BWR",0
"BG",1974,"BWR",0
"BG",1975,"BWR",0
"BG",1976,"BWR",0
"BG",1977,"BWR",0
"BG",1978,"BWR",0
"BG",1979,"BWR",0
"BG",1980,"BWR",0
"BG",1981,"BWR",0
"BG",1982,"BWR",0
"BG",1983,"BWR",0
"BG",1984,"BWR",0
"BG",1985,"BWR",0
"BG",1986,"BWR",0
"BG",1987,"BWR",0
"BG",1988,"BWR",0
"BG",1989,"BWR",0
"BG",1990,"BWR",0
"BG",1991,"BWR",0
"BG",1992,"BWR",0
"BG",1993,"BWR",0
"BG",1994,"BWR",0
"BG",1995,"BWR",0
"BG",1996,"BWR",0
"BG",1997,"BWR",0
"BG",1998,"BWR",0
"BG",1999,"BWR",0
"BG",2000,"BWR",0
"BG",2001,"BWR",0
"BG",2002,"BWR",0
"BG",2003,"BWR",0
"BG",2004,"BWR",0
"BG",2005,"BWR",0
"BG",2006,"BWR",0
"BG",2007,"BWR",0
"BG",2008,"BWR",16
"BG",2009,"BWR",8
"BG",2010,"BWR",35
"BG",2011,"BWR",56
"BG",2012,"BWR",66
"BG",2013,"BWR",110
"BG",2014,"BWR",200
"BG",2015,"BWR",272
"BG",2016,"BWR",353
"BG",2017,"BWR",395.981
"BG",2018,"BWR",1572.966
"BG",2019,"BWR",1820.811
"BG",2020,"BWR",1699.341
"BG",2021,"BWR",2588.892
"BG",2022,"BWR",2243.676
"BH",1971,"BWR",0
"BH",1972,"BWR",0
"BH",1973,"BWR",0
"BH",1974,"BWR",0
"BH",1975,"BWR",0
"BH",1976,"BWR",0
"BH",1977,"BWR",0
"BH",1978,"BWR",0
"BH",1979,"BWR",0
"BH",1980,"BWR",0
"BH",1981,"BWR",0
"BH",1982,"BWR",0
"BH",1983,"BWR",0
"BH",1984,"BWR",0
"BH",1985,"BWR",0
"BH",1986,"BWR",0
"BH",1987,"BWR",0
"BH",1988,"BWR",0
"BH",1989,"BWR",0
"BH",1990,"BWR",0
"BH",1991,"BWR",0
"BH",1992,"BWR",0
"BH",1993,"BWR",0
"BH",1994,"BWR",0
"BH",1995,"BWR",0
"BH",1996,"BWR",0
"BH",1997,"BWR",0
"BH",1998,"BWR",0
"BH",1999,"BWR",0
"BH",2000,"BWR",0
"BH",2001,"BWR",0
"BH",2002,"BWR",0
"BH",2003,"BWR",0
"BH",2004,"BWR",0
"BH",2005,"BWR",0
"BH",2006,"BWR",0
"BH",2007,"BWR",0
"BH",2008,"BWR",0
"BH",2009,"BWR",0
"BH",2010,"BWR",0
"BH",2011,"BWR",0
"BH",2012,"BWR",0
"BH",2013,"BWR",0
"BH",2014,"BWR",0
"BH",2015,"BWR",0
"BH",2016,"BWR",0
"BH",2017,"BWR",0
"BH",2018,"BWR",0
"BH",2019,"BWR",0
"BH",2020,"BWR",0
"BH",2021,"BWR",0
"BJ",1971,"BWR",0
"BJ",1972,"BWR",0
"BJ",1973,"BWR",0
"BJ",1974,"BWR",0
"BJ",1975,"BWR",0
"BJ",1976,"BWR",0
"BJ",1977,"BWR",0
"BJ",1978,"BWR",0
"BJ",1979,"BWR",0
"BJ",1980,"BWR",0
"BJ",1981,"BWR",0
"BJ",1982,"BWR",0
"BJ",1983,"BWR",0
"BJ",1984,"BWR",0
"BJ",1985,"BWR",0
"BJ",1986,"BWR",0
"BJ",1987,"BWR",0
"BJ",1988,"BWR",0
"BJ",1989,"BWR",0
"BJ",1990,"BWR",0
"BJ",1991,"BWR",0
"BJ",1992,"BWR",0
"BJ",1993,"BWR",0
"BJ",1994,"BWR",0
"BJ",1995,"BWR",0
"BJ",1996,"BWR",0
"BJ",1997,"BWR",0
"BJ",1998,"BWR",0
"BJ",1999,"BWR",0
"BJ",2000,"BWR",0
"BJ",2001,"BWR",0
"BJ",2002,"BWR",0
"BJ",2003,"BWR",0
"BJ",2004,"BWR",0
"BJ",2005,"BWR",0
"BJ",2006,"BWR",4
"BJ",2007,"BWR",3
"BJ",2008,"BWR",3
"BJ",2009,"BWR",1
"BJ",2010,"BWR",1
"BJ",2011,"BWR",0
"BJ",2012,"BWR",0
"BJ",2013,"BWR",0
"BJ",2014,"BWR",0
"BJ",2015,"BWR",0
"BJ",2016,"BWR",0
"BJ",2017,"BWR",0
"BJ",2018,"BWR",0
"BJ",2019,"BWR",0
"BJ",2020,"BWR",0
"BJ",2021,"BWR",0
"BN",1971,"BWR",0
"BN",1972,"BWR",0
"BN",1973,"BWR",0
"BN",1974,"BWR",0
"BN",1975,"BWR",0
"BN",1976,"BWR",0
"BN",1977,"BWR",0
"BN",1978,"BWR",0
"BN",1979,"BWR",0
"BN",1980,"BWR",0
"BN",1981,"BWR",0
"BN",1982,"BWR",0
"BN",1983,"BWR",0
"BN",1984,"BWR",0
"BN",1985,"BWR",0
"BN",1986,"BWR",0
"BN",1987,"BWR",0
"BN",1988,"BWR",0
"BN",1989,"BWR",0
"BN",1990,"BWR",0
"BN",1991,"BWR",0
"BN",1992,"BWR",0
"BN",1993,"BWR",0
"BN",1994,"BWR",0
"BN",1995,"BWR",0
"BN",1996,"BWR",0
"BN",1997,"BWR",0
"BN",1998,"BWR",0
"BN",1999,"BWR",0
"BN",2000,"BWR",0
"BN",2001,"BWR",0
"BN",2002,"BWR",0
"BN",2003,"BWR",0
"BN",2004,"BWR",0
"BN",2005,"BWR",0
"BN",2006,"BWR",0
"BN",2007,"BWR",0
"BN",2008,"BWR",0
"BN",2009,"BWR",0
"BN",2010,"BWR",0
"BN",2011,"BWR",0
"BN",2012,"BWR",0
"BN",2013,"BWR",0
"BN",2014,"BWR",0
"BN",2015,"BWR",0
"BN",2016,"BWR",0
"BN",2017,"BWR",0
"BN",2018,"BWR",0
"BN",2019,"BWR",0
"BN",2020,"BWR",0
"BN",2021,"BWR",0
"BO",1971,"BWR",8
"BO",1972,"BWR",12
"BO",1973,"BWR",12
"BO",1974,"BWR",12
"BO",1975,"BWR",15
"BO",1976,"BWR",19
"BO",1977,"BWR",19
"BO",1978,"BWR",17
"BO",1979,"BWR",22
"BO",1980,"BWR",32
"BO",1981,"BWR",32
"BO",1982,"BWR",32
"BO",1983,"BWR",29
"BO",1984,"BWR",26
"BO",1985,"BWR",22
"BO",1986,"BWR",24
"BO",1987,"BWR",31
"BO",1988,"BWR",36
"BO",1989,"BWR",33
"BO",1990,"BWR",32
"BO",1991,"BWR",37
"BO",1992,"BWR",41
"BO",1993,"BWR",43
"BO",1994,"BWR",44
"BO",1995,"BWR",45
"BO",1996,"BWR",47
"BO",1997,"BWR",48
"BO",1998,"BWR",50
"BO",1999,"BWR",52
"BO",2000,"BWR",54
"BO",2001,"BWR",54
"BO",2002,"BWR",54
"BO",2003,"BWR",54
"BO",2004,"BWR",56
"BO",2005,"BWR",56
"BO",2006,"BWR",40
"BO",2007,"BWR",48
"BO",2008,"BWR",64
"BO",2009,"BWR",79
"BO",2010,"BWR",77
"BO",2011,"BWR",85
"BO",2012,"BWR",80
"BO",2013,"BWR",127
"BO",2014,"BWR",126
"BO",2015,"BWR",202
"BO",2016,"BWR",176
"BO",2017,"BWR",133.04
"BO",2018,"BWR",168.45
"BO",2019,"BWR",241.6
"BO",2020,"BWR",244.19
"BO",2021,"BWR",454.81
"BO",2022,"BWR",391.974
"BR",1971,"BWR",618
"BR",1972,"BWR",711
"BR",1973,"BWR",750
"BR",1974,"BWR",785
"BR",1975,"BWR",866
"BR",1976,"BWR",864
"BR",1977,"BWR",1117
"BR",1978,"BWR",1332
